date,day_of_week,season,temperature,rain,local_event,predicted_total_demand,dish1_sales_yesterday,dish2_sales_yesterday,dish3_sales_yesterday,dish1_probability,dish2_probability,dish3_probability
2020-11-08,Sunday,Autumn,15.8,0,1,160,5,5,33,0.43,0.248,0.323
2020-11-09,Monday,Autumn,-0.6,0,0,75,9,5,34,0.341,0.244,0.416
2020-11-10,Tuesday,Autumn,11.5,0,0,93,12,5,37,0.441,0.201,0.358
2020-11-11,Wednesday,Autumn,11.8,1,1,127,12,5,37,0.397,0.232,0.372
2020-11-12,Thursday,Autumn,25.3,0,0,119,5,5,32,0.513,0.183,0.304
2020-11-13,Friday,Autumn,14.3,0,1,130,5,5,33,0.42,0.252,0.328
2020-11-14,Saturday,Autumn,22.3,0,0,152,10,5,38,0.497,0.179,0.324
2020-11-15,Sunday,Autumn,24.2,0,0,159,5,12,32,0.491,0.21,0.298
2020-11-16,Monday,Autumn,35.9,0,0,131,5,10,29,0.558,0.183,0.259
2020-11-17,Tuesday,Autumn,26.1,0,0,108,5,5,11,0.57,0.2,0.23
2020-11-18,Wednesday,Autumn,8.8,1,0,92,5,5,18,0.412,0.225,0.362
2020-11-19,Thursday,Autumn,23.7,1,0,99,8,6,28,0.492,0.181,0.327
2020-11-20,Friday,Autumn,39.0,1,0,117,5,5,38,0.538,0.149,0.313
2020-11-21,Saturday,Autumn,26.1,0,0,170,5,5,42,0.495,0.174,0.331
2020-11-22,Sunday,Autumn,31.3,0,0,155,5,11,46,0.5,0.182,0.318
2020-11-23,Monday,Autumn,14.4,1,0,84,5,15,44,0.382,0.22,0.397
2020-11-24,Tuesday,Autumn,31.1,1,0,110,5,17,42,0.474,0.195,0.331
2020-11-25,Wednesday,Autumn,26.9,1,0,87,12,17,43,0.469,0.196,0.336
2020-11-26,Thursday,Autumn,12.0,1,0,91,5,13,43,0.372,0.22,0.408
2020-11-27,Friday,Autumn,13.3,0,0,99,9,20,37,0.413,0.255,0.332
2020-11-28,Saturday,Autumn,30.9,0,0,157,5,13,39,0.508,0.194,0.297
2020-11-29,Sunday,Autumn,8.6,0,0,118,12,12,39,0.403,0.233,0.364
2020-11-30,Monday,Autumn,31.4,0,0,137,12,9,32,0.549,0.179,0.271
2020-12-01,Tuesday,Winter,24.8,0,0,113,17,9,29,0.538,0.189,0.273
2020-12-02,Wednesday,Winter,1.1,0,0,64,32,8,20,0.471,0.233,0.296
2020-12-03,Thursday,Winter,28.8,1,0,108,35,5,22,0.589,0.152,0.259
2020-12-04,Friday,Winter,22.6,0,1,145,37,11,16,0.569,0.229,0.202
2020-12-05,Saturday,Winter,7.5,0,0,128,35,10,20,0.514,0.219,0.267
2020-12-06,Sunday,Winter,5.1,1,0,95,37,12,26,0.462,0.212,0.327
2020-12-07,Monday,Winter,24.2,1,0,80,35,19,25,0.536,0.199,0.264
2020-12-08,Tuesday,Winter,5.2,0,0,84,39,16,27,0.483,0.234,0.283
2020-12-09,Wednesday,Winter,16.1,1,0,70,44,10,31,0.527,0.174,0.299
2020-12-10,Thursday,Winter,-0.9,1,0,63,44,20,29,0.426,0.242,0.332
2020-12-11,Friday,Winter,17.2,0,0,118,45,19,32,0.538,0.207,0.255
2020-12-12,Saturday,Winter,16.2,1,1,159,34,11,35,0.473,0.219,0.308
2020-12-13,Sunday,Winter,8.0,0,0,124,34,5,31,0.5,0.19,0.31
2020-12-14,Monday,Winter,2.6,1,0,56,32,5,35,0.428,0.189,0.383
2020-12-15,Tuesday,Winter,12.1,0,0,110,38,5,34,0.525,0.175,0.3
2020-12-16,Wednesday,Winter,6.6,0,0,110,38,5,40,0.483,0.181,0.336
2020-12-17,Thursday,Winter,21.3,0,0,116,39,9,37,0.553,0.171,0.277
2020-12-18,Friday,Winter,15.4,0,0,101,35,6,36,0.527,0.174,0.299
2020-12-19,Saturday,Winter,9.4,0,0,120,32,10,49,0.454,0.192,0.354
2020-12-20,Sunday,Winter,7.0,0,0,146,34,5,49,0.456,0.177,0.367
2020-12-21,Monday,Winter,20.7,0,0,127,28,5,48,0.512,0.16,0.328
2020-12-22,Tuesday,Winter,9.2,0,0,82,26,5,50,0.444,0.18,0.377
2020-12-23,Wednesday,Winter,15.3,0,1,125,16,6,45,0.435,0.226,0.339
2020-12-24,Thursday,Winter,17.3,1,0,70,17,5,46,0.449,0.167,0.384
2020-12-25,Friday,Winter,-4.9,0,0,76,23,5,42,0.349,0.224,0.427
2020-12-26,Saturday,Winter,31.7,0,0,171,25,6,35,0.577,0.157,0.266
2020-12-27,Sunday,Winter,20.6,0,0,150,30,10,41,0.52,0.179,0.3
2020-12-28,Monday,Winter,16.7,0,0,90,32,19,31,0.509,0.221,0.27
2020-12-29,Tuesday,Winter,7.6,0,0,103,39,17,28,0.491,0.23,0.278
2020-12-30,Wednesday,Winter,4.1,1,1,92,35,19,32,0.404,0.271,0.324
2020-12-31,Thursday,Winter,27.1,0,0,121,32,20,45,0.525,0.194,0.281
2021-01-01,Friday,Winter,16.9,0,1,131,28,18,52,0.442,0.239,0.319
2021-01-02,Saturday,Winter,22.1,0,0,162,20,19,39,0.49,0.216,0.294
2021-01-03,Sunday,Winter,7.1,0,1,146,13,13,34,0.381,0.288,0.331
2021-01-04,Monday,Winter,-3.4,0,0,80,6,14,40,0.272,0.289,0.439
2021-01-05,Tuesday,Winter,18.9,1,0,112,16,8,43,0.455,0.178,0.368
2021-01-06,Wednesday,Winter,15.8,0,1,132,22,8,46,0.449,0.224,0.328
2021-01-07,Thursday,Winter,17.7,1,0,89,24,10,42,0.467,0.18,0.353
2021-01-08,Friday,Winter,13.3,0,0,91,14,8,38,0.45,0.205,0.345
2021-01-09,Saturday,Winter,15.3,0,1,171,12,12,45,0.413,0.25,0.337
2021-01-10,Sunday,Winter,14.7,0,0,150,12,6,43,0.447,0.192,0.361
2021-01-11,Monday,Winter,15.1,0,0,88,8,6,40,0.443,0.198,0.359
2021-01-12,Tuesday,Winter,8.9,0,0,91,12,5,50,0.397,0.195,0.408
2021-01-13,Wednesday,Winter,15.6,1,0,88,5,6,41,0.411,0.189,0.4
2021-01-14,Thursday,Winter,15.6,0,0,83,10,6,42,0.448,0.193,0.359
2021-01-15,Friday,Winter,2.9,0,0,89,5,11,45,0.323,0.249,0.429
2021-01-16,Saturday,Winter,12.9,0,1,183,5,10,40,0.388,0.265,0.347
2021-01-17,Sunday,Winter,16.5,1,0,120,5,6,38,0.422,0.19,0.388
2021-01-18,Monday,Winter,8.9,0,0,89,5,5,33,0.407,0.221,0.372
2021-01-19,Tuesday,Winter,16.6,1,0,84,8,10,37,0.427,0.201,0.372
2021-01-20,Wednesday,Winter,24.5,0,0,101,11,5,32,0.524,0.179,0.297
2021-01-21,Thursday,Winter,1.3,0,0,78,5,5,37,0.334,0.24,0.427
2021-01-22,Friday,Winter,20.4,1,0,97,13,5,39,0.468,0.17,0.362
2021-01-23,Saturday,Winter,9.2,0,0,107,11,10,40,0.406,0.224,0.37
2021-01-24,Sunday,Winter,9.5,0,0,137,8,12,39,0.395,0.236,0.369
2021-01-25,Monday,Winter,14.8,0,0,107,8,15,57,0.393,0.215,0.392
2021-01-26,Tuesday,Winter,27.0,0,0,118,16,15,52,0.487,0.188,0.325
2021-01-27,Wednesday,Winter,10.6,1,0,66,5,21,57,0.329,0.236,0.435
2021-01-28,Thursday,Winter,1.3,0,0,64,5,20,58,0.276,0.27,0.454
2021-01-29,Friday,Winter,8.3,0,0,102,7,28,51,0.336,0.282,0.383
2021-01-30,Saturday,Winter,21.8,0,1,177,10,29,48,0.411,0.282,0.307
2021-01-31,Sunday,Winter,36.6,0,1,197,14,28,47,0.49,0.244,0.266
2021-02-01,Monday,Winter,28.0,0,0,137,15,25,50,0.475,0.218,0.307
2021-02-02,Tuesday,Winter,19.6,0,0,102,13,33,51,0.415,0.259,0.326
2021-02-03,Wednesday,Winter,11.3,0,0,98,9,34,55,0.348,0.283,0.369
2021-02-04,Thursday,Winter,1.5,0,0,72,5,40,56,0.255,0.337,0.408
2021-02-05,Friday,Winter,4.5,0,0,91,5,36,57,0.282,0.313,0.405
2021-02-06,Saturday,Winter,26.9,0,0,167,5,26,53,0.44,0.23,0.33
2021-02-07,Sunday,Winter,25.0,0,0,149,5,29,51,0.429,0.244,0.327
2021-02-08,Monday,Winter,11.8,0,0,94,5,25,51,0.357,0.265,0.378
2021-02-09,Tuesday,Winter,19.6,0,1,160,8,29,44,0.4,0.294,0.306
2021-02-10,Wednesday,Winter,8.6,1,0,81,8,32,39,0.335,0.292,0.373
2021-02-11,Thursday,Winter,30.3,1,0,110,17,29,44,0.473,0.218,0.309
2021-02-12,Friday,Winter,11.4,1,0,68,20,25,44,0.394,0.242,0.365
2021-02-13,Saturday,Winter,4.6,0,0,106,26,22,44,0.395,0.254,0.351
2021-02-14,Sunday,Winter,12.8,1,0,116,18,23,41,0.404,0.238,0.358
2021-02-15,Monday,Winter,23.6,1,1,119,20,18,42,0.452,0.232,0.316
2021-02-16,Tuesday,Winter,13.3,1,0,81,18,5,42,0.437,0.176,0.387
2021-02-17,Wednesday,Winter,19.9,1,0,96,24,5,38,0.495,0.163,0.342
2021-02-18,Thursday,Winter,16.8,1,1,102,30,7,36,0.472,0.209,0.319
2021-02-19,Friday,Winter,19.0,1,0,81,31,5,48,0.488,0.153,0.358
2021-02-20,Saturday,Winter,27.4,1,0,141,35,13,48,0.518,0.163,0.319
2021-02-21,Sunday,Winter,17.4,0,0,172,28,15,54,0.467,0.193,0.34
2021-02-22,Monday,Winter,22.5,0,0,116,34,6,55,0.518,0.152,0.33
2021-02-23,Tuesday,Winter,13.6,0,0,87,26,5,57,0.455,0.167,0.378
2021-02-24,Wednesday,Winter,12.9,1,0,70,32,6,51,0.454,0.163,0.383
2021-02-25,Thursday,Winter,31.7,0,0,130,34,5,49,0.567,0.141,0.292
2021-02-26,Friday,Winter,27.0,0,0,113,34,5,52,0.544,0.145,0.311
2021-02-27,Saturday,Winter,7.2,1,0,116,37,10,59,0.418,0.175,0.407
2021-02-28,Sunday,Winter,6.1,0,1,154,36,5,53,0.427,0.214,0.359
2021-03-01,Monday,Spring,32.3,1,0,104,44,13,59,0.533,0.147,0.32
2021-03-02,Tuesday,Spring,0.8,0,0,63,41,21,58,0.396,0.228,0.376
2021-03-03,Wednesday,Spring,-0.3,1,0,72,42,25,64,0.361,0.225,0.414
2021-03-04,Thursday,Spring,9.5,0,0,119,44,31,64,0.425,0.231,0.344
2021-03-05,Friday,Spring,30.4,0,0,145,42,29,58,0.519,0.197,0.285
2021-03-06,Saturday,Spring,25.2,0,1,192,28,34,56,0.45,0.259,0.291
2021-03-07,Sunday,Spring,6.8,0,0,129,31,36,56,0.382,0.271,0.346
2021-03-08,Monday,Spring,22.0,1,0,101,35,41,51,0.448,0.242,0.311
2021-03-09,Tuesday,Spring,3.6,0,0,83,42,45,46,0.396,0.3,0.304
2021-03-10,Wednesday,Spring,14.2,0,0,99,38,38,49,0.445,0.258,0.296
2021-03-11,Thursday,Spring,4.8,0,0,105,37,25,46,0.421,0.247,0.332
2021-03-12,Friday,Spring,12.7,1,0,69,35,25,38,0.45,0.228,0.322
2021-03-13,Saturday,Spring,33.8,0,0,185,35,32,38,0.546,0.217,0.236
2021-03-14,Sunday,Spring,16.4,0,1,156,37,39,37,0.452,0.298,0.25
2021-03-15,Monday,Spring,10.3,1,1,89,36,40,32,0.408,0.31,0.282
2021-03-16,Tuesday,Spring,20.1,0,0,104,32,29,43,0.483,0.233,0.284
2021-03-17,Wednesday,Spring,14.7,0,0,119,36,24,48,0.468,0.222,0.311
2021-03-18,Thursday,Spring,9.0,0,0,97,31,24,48,0.426,0.239,0.335
2021-03-19,Friday,Spring,22.7,1,0,105,28,19,54,0.464,0.188,0.348
2021-03-20,Saturday,Spring,14.0,0,0,137,28,27,48,0.439,0.24,0.32
2021-03-21,Sunday,Spring,12.7,0,0,142,25,26,53,0.418,0.239,0.343
2021-03-22,Monday,Spring,29.9,0,0,121,21,28,54,0.485,0.214,0.301
2021-03-23,Tuesday,Spring,-9.2,0,1,105,28,30,45,0.272,0.357,0.371
2021-03-24,Wednesday,Spring,15.7,1,0,88,22,25,42,0.426,0.232,0.342
2021-03-25,Thursday,Spring,-0.6,1,1,84,28,23,42,0.332,0.294,0.373
2021-03-26,Friday,Spring,22.9,0,0,101,26,25,38,0.498,0.227,0.275
2021-03-27,Saturday,Spring,19.7,0,0,148,25,24,37,0.485,0.232,0.283
2021-03-28,Sunday,Spring,7.7,1,0,102,22,17,41,0.395,0.226,0.379
2021-03-29,Monday,Spring,4.8,1,0,67,21,22,43,0.362,0.248,0.389
2021-03-30,Tuesday,Spring,16.8,0,0,101,23,27,55,0.429,0.233,0.337
2021-03-31,Wednesday,Spring,4.3,0,1,86,29,31,56,0.353,0.299,0.348
2021-04-01,Thursday,Spring,19.4,0,0,118,35,27,58,0.465,0.215,0.32
2021-04-02,Friday,Spring,21.2,0,0,131,41,31,57,0.481,0.217,0.302
2021-04-03,Saturday,Spring,13.2,0,0,152,43,29,53,0.46,0.228,0.312
2021-04-04,Sunday,Spring,8.5,0,0,124,50,26,50,0.465,0.224,0.311
2021-04-05,Monday,Spring,16.2,0,1,150,47,22,46,0.485,0.237,0.278
2021-04-06,Tuesday,Spring,12.1,1,0,62,38,14,45,0.462,0.188,0.35
2021-04-07,Wednesday,Spring,23.8,0,0,114,40,5,45,0.557,0.149,0.294
2021-04-08,Thursday,Spring,18.0,1,0,78,46,5,40,0.532,0.149,0.32
2021-04-09,Friday,Spring,16.1,0,0,89,45,7,37,0.548,0.168,0.284
2021-04-10,Saturday,Spring,33.7,1,0,160,49,9,45,0.576,0.138,0.286
2021-04-11,Sunday,Spring,15.7,0,0,151,40,5,42,0.529,0.162,0.309
2021-04-12,Monday,Spring,8.6,1,1,112,33,12,43,0.418,0.231,0.351
2021-04-13,Tuesday,Spring,11.7,0,1,122,31,19,44,0.435,0.257,0.307
2021-04-14,Wednesday,Spring,5.4,0,0,92,29,15,46,0.419,0.223,0.358
2021-04-15,Thursday,Spring,15.2,1,0,96,31,18,50,0.445,0.197,0.358
2021-04-16,Friday,Spring,4.4,1,0,70,38,13,61,0.397,0.187,0.416
2021-04-17,Saturday,Spring,26.9,1,1,195,47,21,59,0.49,0.2,0.31
2021-04-18,Sunday,Spring,16.9,0,1,171,43,21,60,0.459,0.226,0.315
2021-04-19,Monday,Spring,16.7,1,0,98,47,20,64,0.462,0.179,0.358
2021-04-20,Tuesday,Spring,28.2,0,0,120,45,20,67,0.516,0.17,0.313
2021-04-21,Wednesday,Spring,28.0,0,0,120,45,16,62,0.53,0.163,0.307
2021-04-22,Thursday,Spring,23.4,0,0,120,50,18,68,0.51,0.168,0.323
2021-04-23,Friday,Spring,11.1,0,0,86,55,16,73,0.466,0.172,0.361
2021-04-24,Saturday,Spring,27.2,0,1,205,56,15,86,0.494,0.172,0.334
2021-04-25,Sunday,Spring,19.0,0,0,147,67,18,81,0.504,0.157,0.339
2021-04-26,Monday,Spring,3.2,0,0,95,64,15,85,0.435,0.167,0.397
2021-04-27,Tuesday,Spring,17.8,0,1,133,65,13,95,0.468,0.169,0.363
2021-04-28,Wednesday,Spring,23.7,0,0,101,62,22,100,0.48,0.155,0.364
2021-04-29,Thursday,Spring,5.0,0,0,80,65,18,108,0.411,0.161,0.429
2021-04-30,Friday,Spring,20.1,1,0,91,74,19,114,0.46,0.137,0.403
2021-05-01,Saturday,Spring,21.3,0,1,193,74,26,109,0.462,0.182,0.356
2021-05-02,Sunday,Spring,21.7,0,0,170,78,13,103,0.507,0.128,0.364
2021-05-03,Monday,Spring,26.1,0,0,117,72,13,98,0.518,0.129,0.353
2021-05-04,Tuesday,Spring,9.6,1,1,103,67,12,97,0.425,0.168,0.407
2021-05-05,Wednesday,Spring,22.1,0,1,138,61,5,92,0.49,0.149,0.36
2021-05-06,Thursday,Spring,22.4,0,1,149,66,18,99,0.474,0.173,0.353
2021-05-07,Friday,Spring,5.6,1,0,78,64,20,98,0.406,0.165,0.429
2021-05-08,Saturday,Spring,18.7,0,0,166,63,20,99,0.469,0.156,0.376
2021-05-09,Sunday,Spring,14.8,0,0,138,54,16,98,0.444,0.156,0.401
2021-05-10,Monday,Spring,4.5,1,0,55,65,19,103,0.399,0.16,0.44
2021-05-11,Tuesday,Spring,24.5,1,0,113,64,26,104,0.462,0.156,0.382
2021-05-12,Wednesday,Spring,14.0,1,0,78,68,26,106,0.43,0.164,0.406
2021-05-13,Thursday,Spring,15.7,0,1,144,65,35,103,0.424,0.215,0.36
2021-05-14,Friday,Spring,5.7,0,1,120,60,35,112,0.367,0.228,0.406
2021-05-15,Saturday,Spring,24.8,1,0,142,56,34,113,0.431,0.173,0.397
2021-05-16,Sunday,Spring,-12.0,0,0,108,49,27,118,0.264,0.214,0.522
2021-05-17,Monday,Spring,20.1,1,0,103,49,21,116,0.412,0.152,0.436
2021-05-18,Tuesday,Spring,31.1,0,0,139,46,21,116,0.46,0.147,0.393
2021-05-19,Wednesday,Spring,15.8,0,0,86,35,27,116,0.373,0.184,0.443
2021-05-20,Thursday,Spring,36.7,1,0,113,31,31,110,0.435,0.168,0.397
2021-05-21,Friday,Spring,15.4,0,0,119,29,24,113,0.364,0.183,0.453
2021-05-22,Saturday,Spring,7.6,0,0,117,34,25,112,0.339,0.193,0.468
2021-05-23,Sunday,Spring,10.7,1,0,109,27,22,113,0.326,0.178,0.495
2021-05-24,Monday,Spring,0.9,0,0,80,24,19,107,0.285,0.199,0.516
2021-05-25,Tuesday,Spring,15.8,0,0,88,20,11,108,0.365,0.156,0.479
2021-05-26,Wednesday,Spring,11.9,1,0,69,20,11,106,0.333,0.156,0.511
2021-05-27,Thursday,Spring,-3.8,1,0,56,17,9,103,0.232,0.176,0.592
2021-05-28,Friday,Spring,17.1,0,0,97,17,18,102,0.363,0.179,0.458
2021-05-29,Saturday,Spring,25.8,0,0,158,14,16,99,0.404,0.166,0.43
2021-05-30,Sunday,Spring,7.9,0,0,115,11,13,102,0.3,0.183,0.517
2021-05-31,Monday,Spring,17.7,0,0,111,14,17,107,0.354,0.175,0.472
2021-06-01,Tuesday,Summer,10.2,0,0,96,12,9,116,0.306,0.159,0.535
2021-06-02,Wednesday,Summer,31.1,0,0,134,5,7,108,0.408,0.136,0.456
2021-06-03,Thursday,Summer,-6.5,0,0,63,7,5,113,0.177,0.178,0.646
2021-06-04,Friday,Summer,13.7,0,0,100,8,12,113,0.315,0.167,0.518
2021-06-05,Saturday,Summer,16.7,0,0,149,13,6,117,0.347,0.141,0.512
2021-06-06,Sunday,Summer,14.0,0,1,171,12,7,121,0.312,0.179,0.51
2021-06-07,Monday,Summer,24.5,1,0,98,13,5,118,0.372,0.124,0.504
2021-06-08,Tuesday,Summer,3.6,0,0,86,7,8,116,0.249,0.169,0.582
2021-06-09,Wednesday,Summer,13.7,0,0,81,5,9,114,0.308,0.16,0.532
2021-06-10,Thursday,Summer,16.6,0,0,93,10,12,117,0.332,0.16,0.509
2021-06-11,Friday,Summer,24.7,0,0,121,7,15,119,0.36,0.159,0.482
2021-06-12,Saturday,Summer,3.1,0,0,133,5,13,118,0.232,0.185,0.582
2021-06-13,Sunday,Summer,28.9,1,1,170,12,10,120,0.368,0.162,0.47
2021-06-14,Monday,Summer,13.7,0,0,108,18,5,121,0.341,0.136,0.522
2021-06-15,Tuesday,Summer,28.0,1,0,85,28,5,117,0.419,0.116,0.465
2021-06-16,Wednesday,Summer,4.1,0,0,81,29,6,117,0.322,0.146,0.532
2021-06-17,Thursday,Summer,11.9,0,0,104,31,12,117,0.361,0.152,0.486
2021-06-18,Friday,Summer,28.1,0,0,135,30,14,126,0.417,0.138,0.446
2021-06-19,Saturday,Summer,-1.8,0,0,109,32,19,118,0.282,0.189,0.529
2021-06-20,Sunday,Summer,2.7,1,0,97,31,12,118,0.3,0.157,0.543
2021-06-21,Monday,Summer,6.9,0,0,94,38,5,126,0.352,0.131,0.517
2021-06-22,Tuesday,Summer,20.5,0,0,110,37,9,131,0.4,0.127,0.472
2021-06-23,Wednesday,Summer,14.1,0,0,97,46,11,126,0.396,0.136,0.468
2021-06-24,Thursday,Summer,12.4,0,1,143,51,5,121,0.398,0.152,0.45
2021-06-25,Friday,Summer,22.0,0,1,138,48,5,129,0.421,0.141,0.438
2021-06-26,Saturday,Summer,13.9,0,0,144,54,7,133,0.408,0.12,0.472
2021-06-27,Sunday,Summer,3.1,0,0,125,55,11,139,0.354,0.137,0.51
2021-06-28,Monday,Summer,21.4,0,0,117,47,15,144,0.403,0.132,0.465
2021-06-29,Tuesday,Summer,7.1,0,0,83,44,13,140,0.344,0.143,0.513
2021-06-30,Wednesday,Summer,-4.8,0,0,80,45,14,140,0.286,0.158,0.556
2021-07-01,Thursday,Summer,35.7,0,0,123,41,20,137,0.444,0.136,0.42
2021-07-02,Friday,Summer,26.0,0,0,138,43,23,128,0.421,0.153,0.426
2021-07-03,Saturday,Summer,10.3,0,0,133,44,29,127,0.355,0.184,0.461
2021-07-04,Sunday,Summer,17.5,0,1,180,48,25,132,0.38,0.188,0.432
2021-07-05,Monday,Summer,18.1,0,0,103,42,24,138,0.377,0.16,0.463
2021-07-06,Tuesday,Summer,21.2,1,0,87,47,17,136,0.396,0.135,0.469
2021-07-07,Wednesday,Summer,18.8,0,1,137,44,22,135,0.377,0.181,0.442
2021-07-08,Thursday,Summer,-2.7,0,0,88,44,24,128,0.296,0.188,0.515
2021-07-09,Friday,Summer,9.0,0,0,106,45,18,125,0.365,0.159,0.475
2021-07-10,Saturday,Summer,25.6,1,0,140,42,20,121,0.415,0.146,0.439
2021-07-11,Sunday,Summer,20.2,0,1,186,39,21,127,0.382,0.184,0.434
2021-07-12,Monday,Summer,13.0,1,0,77,41,26,116,0.362,0.175,0.463
2021-07-13,Tuesday,Summer,20.9,0,1,111,48,21,112,0.418,0.185,0.397
2021-07-14,Wednesday,Summer,14.8,0,0,98,57,21,108,0.43,0.162,0.408
2021-07-15,Thursday,Summer,7.3,0,0,94,53,14,108,0.4,0.155,0.446
2021-07-16,Friday,Summer,8.7,0,1,131,51,17,116,0.375,0.187,0.438
2021-07-17,Saturday,Summer,24.5,0,0,161,44,19,108,0.445,0.153,0.402
2021-07-18,Sunday,Summer,22.3,1,0,138,46,13,101,0.442,0.138,0.42
2021-07-19,Monday,Summer,23.0,0,0,121,58,23,97,0.474,0.162,0.365
2021-07-20,Tuesday,Summer,18.5,0,0,117,67,22,90,0.484,0.163,0.353
2021-07-21,Wednesday,Summer,13.4,0,0,92,70,26,93,0.462,0.175,0.363
2021-07-22,Thursday,Summer,7.1,1,1,96,61,20,97,0.394,0.194,0.413
2021-07-23,Friday,Summer,-3.9,0,0,77,55,25,95,0.353,0.206,0.442
2021-07-24,Saturday,Summer,21.6,0,0,161,46,18,97,0.453,0.158,0.389
2021-07-25,Sunday,Summer,-1.1,0,0,111,48,25,97,0.347,0.205,0.448
2021-07-26,Monday,Summer,23.3,0,0,112,47,33,92,0.449,0.193,0.358
2021-07-27,Tuesday,Summer,21.4,1,0,79,45,35,87,0.427,0.198,0.376
2021-07-28,Wednesday,Summer,28.6,0,1,138,47,35,92,0.451,0.216,0.333
2021-07-29,Thursday,Summer,-15.2,0,0,59,44,31,101,0.24,0.25,0.511
2021-07-30,Friday,Summer,17.1,0,0,100,48,36,105,0.408,0.2,0.392
2021-07-31,Saturday,Summer,19.8,0,0,154,44,31,100,0.422,0.191,0.387
2021-08-01,Sunday,Summer,18.9,0,0,142,41,37,99,0.407,0.208,0.385
2021-08-02,Monday,Summer,8.1,0,0,87,45,41,107,0.356,0.226,0.419
2021-08-03,Tuesday,Summer,6.8,0,0,101,49,42,100,0.365,0.231,0.403
2021-08-04,Wednesday,Summer,11.7,1,0,78,58,47,102,0.385,0.219,0.396
2021-08-05,Thursday,Summer,23.3,0,0,105,59,38,104,0.449,0.19,0.36
2021-08-06,Friday,Summer,1.5,1,0,53,56,29,101,0.357,0.195,0.448
2021-08-07,Saturday,Summer,17.6,0,1,177,57,30,95,0.432,0.212,0.356
2021-08-08,Sunday,Summer,18.9,0,0,146,50,28,97,0.438,0.183,0.38
2021-08-09,Monday,Summer,-9.4,0,0,64,46,25,97,0.294,0.222,0.484
2021-08-10,Tuesday,Summer,24.7,1,0,108,41,14,98,0.444,0.142,0.414
2021-08-11,Wednesday,Summer,15.9,0,0,104,32,15,96,0.405,0.166,0.429
2021-08-12,Thursday,Summer,21.2,0,0,123,30,9,94,0.435,0.145,0.42
2021-08-13,Friday,Summer,15.0,0,0,108,25,23,89,0.383,0.198,0.419
2021-08-14,Saturday,Summer,9.5,0,0,121,30,20,90,0.37,0.194,0.436
2021-08-15,Sunday,Summer,10.5,1,1,159,30,19,89,0.349,0.214,0.437
2021-08-16,Monday,Summer,21.2,0,1,129,31,25,83,0.415,0.223,0.363
2021-08-17,Tuesday,Summer,21.7,0,0,101,22,20,83,0.42,0.186,0.395
2021-08-18,Wednesday,Summer,18.8,1,0,78,20,27,90,0.368,0.198,0.434
2021-08-19,Thursday,Summer,3.1,1,0,80,17,34,92,0.265,0.245,0.49
2021-08-20,Friday,Summer,11.7,0,0,103,13,33,91,0.319,0.24,0.441
2021-08-21,Saturday,Summer,15.4,0,1,162,9,29,93,0.317,0.255,0.427
2021-08-22,Sunday,Summer,12.7,0,0,129,7,27,91,0.314,0.228,0.459
2021-08-23,Monday,Summer,39.1,0,0,145,6,31,86,0.441,0.198,0.361
2021-08-24,Tuesday,Summer,15.2,0,0,107,7,23,83,0.343,0.218,0.439
2021-08-25,Wednesday,Summer,22.2,0,1,150,5,31,83,0.351,0.259,0.39
2021-08-26,Thursday,Summer,21.7,0,0,117,5,22,76,0.384,0.21,0.406
2021-08-27,Friday,Summer,16.0,0,0,119,9,23,68,0.374,0.227,0.4
2021-08-28,Saturday,Summer,16.6,1,0,124,5,32,74,0.331,0.24,0.43
2021-08-29,Sunday,Summer,16.7,1,0,127,6,32,73,0.335,0.239,0.426
2021-08-30,Monday,Summer,-1.0,0,0,70,5,36,72,0.223,0.311,0.466
2021-08-31,Tuesday,Summer,14.0,1,0,63,8,33,73,0.324,0.245,0.43
2021-09-01,Wednesday,Autumn,15.2,1,0,84,5,33,76,0.319,0.243,0.437
2021-09-02,Thursday,Autumn,2.4,0,0,76,5,43,73,0.241,0.319,0.44
2021-09-03,Friday,Autumn,27.8,0,0,126,5,49,80,0.375,0.264,0.361
2021-09-04,Saturday,Autumn,20.0,0,0,160,7,50,80,0.341,0.281,0.379
2021-09-05,Sunday,Autumn,6.9,1,0,97,13,54,85,0.264,0.297,0.439
2021-09-06,Monday,Autumn,24.9,1,0,96,21,56,82,0.375,0.259,0.366
2021-09-07,Tuesday,Autumn,6.6,0,1,139,22,56,81,0.29,0.334,0.376
2021-09-08,Wednesday,Autumn,-1.1,0,0,80,19,58,84,0.242,0.333,0.425
2021-09-09,Thursday,Autumn,13.1,1,0,75,15,59,92,0.293,0.286,0.421
2021-09-10,Friday,Autumn,-7.1,0,0,85,11,65,87,0.165,0.377,0.459
2021-09-11,Saturday,Autumn,0.8,0,1,148,12,56,90,0.219,0.353,0.428
2021-09-12,Sunday,Autumn,10.7,1,0,121,10,47,87,0.282,0.273,0.445
2021-09-13,Monday,Autumn,-1.0,0,0,83,18,49,87,0.244,0.309,0.447
2021-09-14,Tuesday,Autumn,16.9,1,0,78,20,54,94,0.327,0.261,0.412
2021-09-15,Wednesday,Autumn,19.3,1,0,88,18,56,96,0.329,0.261,0.409
2021-09-16,Thursday,Autumn,33.0,0,0,127,18,55,104,0.392,0.24,0.369
2021-09-17,Friday,Autumn,5.4,0,0,92,19,48,89,0.286,0.287,0.427
